"pid","s1"
423,357056.390202644
424,205446.870344952
425,322489.878590711
426,328313.130186855
427,51131.9807988201
428,161632.843793194
429,204591.519005688
430,328253.492914802
431,240782.16424193
432,329489.545473532
433,73724.9581287156
434,254035.666341098
435,425091.084822125
436,207341.111628599
437,224543.275263638
438,150778.023929974
439,288409.759267206
440,396144.315171858
441,214738.910829675
442,279393.603738006
443,100789.964415917
444,151726.608955196
445,414319.664019476
446,451920.026338835
447,162351.252203694
448,126519.945340293
449,635193.087235307
450,188887.455362489
451,435198.371989419
452,193186.221538151
453,481689.001027766
454,275423.732287092
455,283761.947948979
456,371446.607481132
457,322180.280915485
458,182358.401838753
459,281798.926153499
460,250888.91183373
461,321264.889604987
462,174130.890965656
463,496616.081595736
464,366107.088216698
465,283022.680556584
466,512535.202409504
467,388945.471198286
468,401751.629101447
469,524911.220532759
470,209158.164115337
471,410677.303784758
472,525348.647452004
473,200260.302533706
474,141337.020890513
475,271213.488821535
476,171064.283211989
477,419162.190572786
478,192484.137510313
479,431544.069208744
480,362079.728601782
481,223513.935066257
482,123375.735843149
483,193404.542730453
484,281063.584273277
485,113595.401484877
486,196605.108225961
487,103291.768944175
488,549107.986566372
489,112225.730534344
490,250132.667890663
491,57099.9825348921
492,463913.549229825
493,295810.543392225
494,287215.919038204
495,120518.04181845
496,362450.69506356
497,586628.298238554
498,302016.714966515
499,285669.98401081
500,593928.674575525
501,259311.24938391
502,238099.101606797
503,379118.236941268
504,533488.907728078
505,185000.950371482
506,409858.075899145
507,235280.696146613
508,293826.800284688
509,113083.155571761
510,277874.904286736
511,252852.728725881
512,273344.576182078
513,367929.245116423
514,145759.377454796
515,619607.660493543
516,175713.252056613
517,410373.497463527
518,436538.090269613
519,219491.18766818
520,477331.826486929
521,149633.087618621
522,424970.9033117
523,284067.820221172
524,152063.167865876
525,283975.853060141
526,286156.605262466
527,317783.675566971
528,668543.642052865
529,313820.061491387
530,320944.670901625
531,409707.180410469
532,475193.153118759
533,124549.054147343
534,282131.600290267
535,527259.233320535
536,57642.9749905385
537,340802.488370845
538,115983.160359854
539,356678.184444845
540,364030.218576344
541,250968.674720317
542,192848.740394498
543,452008.67315897
544,432425.721784565
545,387672.08763818
546,627957.225517238
547,201037.227238367
548,87912.1379268247
549,252354.515788326
550,161108.285185414
551,228836.01503292
552,160626.714111691
553,43389.8777428052
554,291702.77611088
555,319787.113657363
556,230998.747677086
557,469320.169731224
558,69086.749576177
559,517114.871621343
560,374348.027275615
561,393727.764800902
562,228007.496527009
563,500386.680197757
564,525894.394011748
565,369792.852439186
566,35182.8126388656
567,253526.755524138
568,265695.69042017
569,381980.572326389
570,180649.031712505
571,88910.8742845991
572,40987.5110663618
573,195900.880035137
574,567157.383823721
575,305664.360434717
576,484920.649743284
577,506377.359188829
578,176578.343940138
579,371749.13546187
580,639330.810044239
581,495707.762203976
582,205302.755799078
583,595865.037071217
584,368302.02419928
585,176529.962792096
586,598554.254051151
587,95617.0953023378
588,125563.33570183
589,175810.183454177
590,252680.966191967
591,318831.834912861
592,131238.576887411
593,205272.273312904
594,240473.118951309
595,276344.690619496
596,300293.833856451
597,170072.886568456
598,605029.018035764
599,613172.495381436
600,421244.178842542
601,410841.871605658
602,123964.022934317
603,174728.850918323
604,288734.701312434
605,116066.463726826
606,350861.12943982
607,305144.454494087
608,139663.02464253
609,190333.437868806
610,458287.508263762
611,68678.3488764511
612,515216.08414184
613,77328.4864651173
614,287391.942282246
615,215171.958727287
616,340005.625041189
617,117397.177923786
618,102658.197928527
619,171149.75280056
620,108022.373779607
621,166398.537208674
622,484761.89250635
623,310460.147359216
624,325184.908222554
625,201237.740521057
626,243554.253522961
627,281251.31870605
628,132067.664779535
629,210602.275818312
630,205529.784570877
631,282730.910344396
632,290019.12928261
633,183001.224047393
634,459348.191965434
635,441472.243621927
636,172960.182430142
637,363742.384103352
638,432817.701842923
639,74350.4598678565
640,395372.876767777
641,357558.909704583
642,201465.291412555
643,64177.5777479988
644,462608.719405681
645,582149.831427004
646,299528.61453033
647,409831.434418824
648,227887.341033456
649,384118.005314208
650,376856.093942468
651,272391.410804523
652,203676.805330604
653,226446.213042286
654,377339.166823819
655,143179.090502577
656,269741.458427361
657,236201.617733512
658,203187.094364194
659,224367.26682394
660,284502.050956332
661,195768.183842007
662,196484.401058843
663,-13317.4056762616
664,522411.795263484
665,259761.533650445
666,253491.557375721
667,409780.90754659
668,324973.787108533
669,159439.49074698
670,92269.7214780643
671,178918.232156013
672,119164.685323492
673,434345.510395349
674,32161.2697167134
675,358043.042680679
676,180717.203579267
677,291871.647342008
678,210770.796608944
679,226421.84118751
680,360998.659454416
681,469275.302457449
682,592750.822508831
683,463471.314513115
684,367790.537955487
685,430854.856651723
686,344917.52514222
687,545915.564404544
688,340583.490840416
689,198161.596268653
690,155963.0009274
691,66861.6264367444
692,29791.1689213529
693,790208.990691598
694,253041.108637285
695,147078.169789137
696,539131.969075696
697,188773.941998017
698,576626.618141602
699,164309.909842229
700,358438.581732542
701,70457.9451182357
702,127588.506338228
703,488251.541961151
704,135098.541498256
705,448040.241026905
706,509074.748398349
707,131625.011429399
708,334184.125427786
709,215977.506854451
710,180159.213582127
711,232480.897062003
712,534067.91715458
713,252436.652208148
714,258116.885514019
715,326240.279557722
716,289048.837387126
717,306772.192232114
718,220851.206069229
719,269905.653860227
720,171396.947698772
721,225221.223870191
722,165607.291719417
723,57798.8742582054
724,546458.846039417
725,347689.360672023
726,348085.76358749
727,298592.210207664
728,257511.175609345
729,327395.459706989
730,417984.555263294
731,516599.396205041
732,579538.378766913
733,435097.415568153
734,95245.5578218667
735,295598.769703186
736,126815.435648753
737,245775.505198304
738,469736.821930069
739,48289.0017306511
740,161864.675642281
741,264728.892995242
742,318999.954110649
743,5976.85350647072
744,287808.322639103
745,500792.291655848
746,128509.439419427
747,620354.924855382
748,159079.358221362
749,280202.84290347
750,619640.607821211
751,475068.098298952
752,72785.0444734363
753,278379.13923857
754,489515.72998542
755,268340.829706107
756,126226.736705021
757,205585.801628234
758,335442.588609756
759,128397.291100078
760,114400.119120882
761,100440.166705598
762,359608.894816354
763,272081.018816635
764,145589.080618463
765,146405.697430128
766,146735.344982342
767,272499.707891177
768,203659.02475292
769,119586.443630908
770,252126.724250097
771,170658.153799173
772,227553.277713751
773,552182.312232076
774,332622.172775455
775,214935.674861301
776,404671.022452778
777,23932.7790112878
778,99055.3667607042
779,114918.067104774
780,325602.839522496
781,156709.263728766
782,424765.114594814
783,320087.876681796
784,730669.478720501
785,47787.5757709668
786,211794.600943296
787,123803.335456712
788,529574.396187504
789,578277.30962375
790,78374.7173083701
791,116583.026231002
792,295272.11301911
793,35716.5908078246
794,250424.020408668
795,451007.591034473
796,402095.053247763
797,265876.355299295
798,128307.128094064
799,269498.047102043
800,353321.643344147
801,143170.638799515
802,309354.954185364
803,446521.557638641
804,377371.731054066
805,451161.262107339
806,340099.507474896
807,497122.241944084
808,397701.874794559
809,407481.103352385
810,204914.859959262
811,598828.915423654
812,164785.61073012
813,72149.1257765819
814,79245.2818936547
815,458770.790696307
816,322837.947660456
817,35412.3152956837
818,934.201906698039
819,453449.462670707
820,340085.768887795
821,109797.860148666
822,238135.898760301
823,330611.12022949
824,44609.4792914994
825,289429.580024881
826,123075.585625407
827,309651.704418295
828,259754.692293521
829,251058.628814558
830,413013.033922812
831,71712.54780161
832,472288.801257365
833,370101.060060652
834,328257.614099293
835,508766.71081515
836,132341.084787462
837,273893.908831015
838,17265.2877963258
839,121469.789287081
840,253789.161047786
841,168088.485897435
842,163446.890437895
843,121181.92018148
844,179206.886120772
845,96558.0054086905
846,352517.16755226
847,186680.63619141
848,290896.718642367
849,132140.321940404
850,214468.879441997
851,311623.229169576
852,747792.463327866
853,961530.972692973
854,292543.332012266
855,530324.584074481
856,173247.62423366
857,206331.072417852
858,357965.667880158
859,142343.312279666
860,305864.844322098
861,175761.371740131
862,464840.69954199
863,437687.702798574
864,328499.039532838
865,253432.850838964
866,312020.328986054
867,323038.618538393
868,204573.727416228
869,722543.795066494
870,430149.030109813
871,232838.310999368
872,50989.1967588409
873,271030.853185281
874,326497.819723582
875,117057.105391847
876,172258.755014421
877,203341.62566469
878,247714.095828473
879,252156.817831275
880,228240.2694181
881,133854.206310852
882,95194.5953073027
883,44544.5711885422
884,263086.388057993
885,276596.435645272
886,311199.766581833
887,119862.716682053
888,166892.569780648
889,212548.315264101
890,54997.2727685242
891,443261.308568991
892,226821.752279361
893,587442.28426215
894,342100.997837425
895,295941.461700357
896,133428.032293418
897,270962.181120401
898,126455.734744644
899,498108.607369801
900,289138.366352721
901,424213.100869149
902,178135.066572465
903,198181.650192862
904,330071.307580854
905,199366.988751977
906,227934.353676163
907,100420.899565358
908,421337.875038042
909,163691.546412354
910,284411.886516327
911,576785.042609719
912,297452.466028564
913,436434.195217838
914,150750.149381578
915,507372.628916728
916,199452.420302494
917,315574.090458201
918,75992.0931421656
919,446929.061283975
920,818427.100050293
921,271308.444628169
922,300079.665592008
923,84937.6527368349
924,167661.053450712
925,595766.653701533
926,90731.5300283045
927,213632.522698713
928,139792.74077925
929,324234.422616813
930,641394.888976839
931,365366.335029473
932,324954.444364276
933,298541.713880186
934,511145.802248399
935,28467.3804528098
936,330354.779852598
937,172139.829861322
938,289042.411720976
939,92437.6123061219
940,202435.080710275
941,-11260.3955461606
942,500697.799117856
943,240158.520239609
944,268375.171968654
945,126193.595718096
946,641121.104990532
947,219044.624142621
948,158799.296578458
949,199871.802775418
950,221909.095697577
951,592625.422032583
952,104784.431962288
953,85668.5212999863
954,284658.885368141
955,69859.3285200669
956,630105.791088016
957,149490.840076292
958,451728.867960333
959,329101.859947707
960,60064.7584231275
961,182502.249779523
962,337427.942237568
963,243943.235652964
964,308013.4795175
965,286255.620070949
966,421075.510337777
967,215008.755839369
968,620325.928482819
969,724967.223625141
970,426887.598430638
971,152766.573578338
972,33793.6976702234
973,237268.368973212
974,140451.413157802
975,196174.733559927
976,425243.097783635
977,345246.560870437
978,213048.341336249
979,176112.077228645
980,496919.94584643
981,149161.790350086
982,428517.147410511
983,97120.7590160912
984,242159.125812658
985,184149.325428064
986,519049.260531995
987,143660.906233017
988,183922.109718083
989,117246.225471786
990,287964.279531955
991,119169.360284222
992,231553.854664172
993,51062.1862553089
994,176294.468486757
995,193433.894156742
996,169975.400579909
997,215565.065564617
998,561968.308757451
999,256346.024202964
1000,147396.170732084
1001,150519.669866514
1002,129474.729019733
1003,430526.465391489
1004,185020.139901863
1005,454487.026994424
1006,522809.216915978
1007,448267.685700756
1008,268946.415779924
1009,382789.34055398
1010,525796.209701788
1011,134439.322661996
1012,443252.699169495
1013,476104.979951597
1014,272297.276073479
1015,335357.123583667
1016,453271.915936988
1017,428829.618903148
1018,26839.2823180784
1019,383407.826909942
1020,183878.557363931
1021,508673.368778837
1022,563683.376686162
1023,264472.80699662
1024,628638.175698986
1025,729086.431066682
1026,215552.088988443
1027,420664.353385588
1028,310722.590479671
1029,189636.380296502
1030,515887.978658408
1031,428811.609663312
1032,651793.497148661
1033,148614.455981427
1034,403781.441924219
1035,279228.674578636
1036,232702.640109608
1037,164540.175585125
1038,169953.97642714
1039,561965.235509389
1040,578346.867138057
1041,593299.028022292
1042,262278.723347477
1043,527314.0840833
1044,100392.992046147
1045,433920.779893528
1046,629738.376113459
1047,533093.756027535
1048,182113.251991662
1049,42377.5576523308
1050,374710.69375072
1051,281110.762206254
1052,163540.265942265
1053,293940.5020941
1054,63144.2311852967
1055,511931.593107046
1056,560925.652177881
1057,331355.611996983
1058,397026.906715515
1059,85902.7714166696
1060,81441.5343996783
1061,312930.566127378
1062,148037.542139487
1063,249169.585716264
1064,94273.77555862
1065,181331.966966196
1066,293400.569146835
1067,537406.911464822
1068,62176.6812380729
1069,251123.0642294
1070,297617.243084887
1071,357222.451038862
1072,91851.5223957984
1073,376044.160667358
1074,222725.937981405
1075,232938.88380289
1076,188230.940040479
1077,233763.007948995
1078,196880.653144648
1079,345838.087007075
1080,146242.039209241
1081,273003.516639604
1082,181814.692770414
1083,171258.209250301
1084,167949.823876473
1085,217270.626068472
1086,98359.9784109069
1087,251827.360164739
1088,372181.951563708
1089,124968.600085778
1090,170109.153106487
1091,468844.50382869
1092,170414.121215578
1093,146734.094247678
1094,342542.447138943
1095,141143.547812638
1096,181620.164490996
1097,600446.713463284
1098,258733.465030934
1099,290442.346608212
1100,136413.428145894
1101,278201.60086436
1102,173254.446521502
1103,315907.287258268
1104,457938.322783861
1105,125747.21026885
1106,129509.8447713
1107,232566.081117624
1108,195802.106378117
1109,318495.608236137
1110,536115.92179117
1111,297297.737187263
1112,265273.377935365
1113,272480.577389612
1114,121333.404954561
1115,209949.546110483
1116,336208.604605535
1117,270515.74200315
1118,197410.875156875
1119,306069.601498516
1120,452585.231425116
1121,267126.132279426
1122,96233.4091053105
1123,406356.564088579
1124,240540.318823958
1125,179206.201903709
1126,529759.677767031
1127,189846.114217743
1128,110574.183852273
1129,148911.141669551
1130,227327.019299959
1131,338459.440171824
1132,255421.124935782
1133,496960.997727674
1134,305249.232747307
1135,145334.046872409
1136,605634.429466436
1137,412247.898036998
1138,23409.6643501612
1139,95792.5409649243
1140,288539.087550286
1141,469646.82777466
1142,582035.120307637
1143,640989.535013357
1144,407434.477477109
1145,537187.534985068
1146,266710.142097369
1147,226268.142729562
1148,273707.952459267
1149,309839.14156831
1150,283856.232946591
1151,637548.619157212
1152,406246.707427847
1153,175764.935016617
1154,132267.403718935
1155,438669.4012815
1156,170539.66666477
1157,599844.760760515
1158,523486.277640358
1159,474174.123003136
1160,246264.990454711
1161,534489.29446452
1162,104390.865164832
1163,132554.454717466
1164,418509.665401433
1165,252922.641658066
1166,217424.328027867
1167,427557.776180306
1168,154493.587077103
1169,393115.558293652
1170,529703.363170881
1171,400255.44958561
1172,370765.785593129
1173,239914.84013272
1174,778047.719003225
1175,91632.645333786
1176,302067.946083017
1177,207078.30762133
1178,294997.646028287
1179,146559.539386023
1180,328442.995461027
1181,240822.347952957
1182,163650.095805408
1183,251404.899646234
1184,394873.408809994
1185,137248.39943712
1186,505785.970035154
1187,294510.707337668
1188,211233.581798483
1189,179259.376904094
1190,338552.709879883
1191,198986.171328522
1192,537029.202118585
1193,116874.347001025
1194,181480.076302825
1195,269041.140101556
1196,476927.702782319
1197,157509.010582493
1198,852821.927492021
1199,572652.089049714
1200,619986.369226179
1201,189317.220236979
1202,104856.672635039
1203,164115.81365124
1204,181556.114337617
1205,375446.315299073
1206,366375.69677075
1207,69817.6743752465
1208,208871.681294631
1209,128584.425135511
1210,481550.596431958
1211,60420.3423936495
1212,95984.4853913458
1213,337147.37369933
1214,202327.382605634
1215,262325.836599183
1216,462759.893523654
1217,554123.366043695
1218,131051.127055364
1219,171495.754497286
1220,352760.059390659
1221,116771.979610018
1222,416209.327516518
1223,120327.222376024
1224,286327.728793514
1225,277312.108040781
1226,412479.347393111
1227,343270.201107814
1228,243451.108428016
1229,349459.727193456
1230,336161.780951155
1231,178009.683713148
1232,297999.143501881
1233,302669.328139735
1234,-16065.7286285603
1235,250764.846761349
1236,76507.4747561393
1237,187504.712978948
1238,371061.272025378
1239,126754.195355936
1240,107655.925642364
1241,451855.83993995
1242,457058.550342337
1243,99847.583905335
1244,158257.810819016
1245,357945.094820842
1246,588228.608746491
1247,243723.067831144
1248,203462.246565359
1249,578800.229449056
1250,184872.184116988
1251,219500.00966745
1252,191020.590830277
1253,200705.354844528
1254,204746.816700802
1255,396045.051334244
1256,408306.525185123
1257,218666.280523936
1258,191290.145976668
1259,172380.949368455
1260,112540.37698475
1261,93180.3543981447
1262,364700.855157128
1263,54454.063454528
1264,725311.7953094
1265,233671.144752586
1266,356575.941866113
1267,575931.08232617
1268,377568.294966619
1269,116962.532668848
1270,461053.66000484
1271,248713.424125186
1272,232851.233029828
1273,413945.042405133
1274,-5648.44511763121
1275,282701.284181082
1276,227306.257061683
1277,426502.964545777
1278,151045.31969386
1279,166998.195362052
1280,575833.052656711
1281,139797.168050301
1282,175938.47983121
1283,565370.848789371
1284,464848.236390805
1285,738639.110945256
1286,374658.042205312
1287,108011.798009879
1288,95041.4119427494
1289,258784.939677425
1290,367336.982080273
1291,71743.4120516237
1292,157971.166299307
1293,455823.465066843
1294,408996.110795307
1295,270289.712167632
1296,244959.821185353
1297,620218.390167634
1298,23660.1276109944
1299,298204.266112688
1300,243882.019547414
1301,116538.996369
1302,274295.149369617
1303,369756.98524826
1304,416526.448539265
1305,166612.315102112
1306,154208.020716658
1307,648378.738575298
1308,37596.6852587811
1309,555286.632273968
1310,126832.065156701
1311,452600.968568945
1312,106138.12310066
1313,91092.7573189914
1314,351791.018540028
1315,542255.222493883
1316,215558.199853761
1317,249193.654655083
1318,288294.052757842
1319,296507.903096328
1320,117747.498636618
1321,568911.526798427
1322,541733.917884981
1323,214500.089341332
1324,232224.179983174
1325,384284.049084111
1326,252555.446653051
1327,312444.162123645
1328,542189.240477887
1329,222952.527602086
1330,485892.724141063
1331,141144.482133439
1332,117542.896630634
1333,22980.4567203822
1334,515609.784070647
1335,308271.206544855
1336,240252.552693858
1337,418589.561292972
1338,488406.228898515
1339,140843.616611787
1340,195215.969771483
1341,301866.603250781
1342,544481.805633569
1343,228961.986333903
1344,493222.150080145
1345,128849.211369278
1346,253369.08924957
1347,472878.886248394
1348,180465.231716725
1349,438524.600917355
1350,261793.552175544
1351,73836.0560710631
1352,152975.542377562
1353,167610.254080415
1354,315922.567103866
1355,259408.031988619
1356,102785.300247704
1357,331221.103324581
1358,334460.077062106
1359,287278.271772139
1360,420053.398500992
1361,438374.24963362
1362,450457.337819139
1363,121236.279267761
1364,287255.599166909
1365,200013.224363345
1366,482176.243888503
1367,116749.462568201
1368,268407.611798968
1369,162239.644788417
1370,190612.168436178
1371,178570.768252342
1372,189680.07331388
1373,549984.643245732
1374,292463.307989592
1375,141404.337782365
1376,449523.734636907
1377,432977.581345049
1378,570744.18038822
1379,261628.772492074
1380,166472.156452204
1381,148879.461496181
1382,746365.134401161
1383,318092.728963567
1384,252043.999514604
1385,250764.846761349
1386,145098.030312976
1387,307167.395019693
1388,308571.624821572
1389,312301.071440673
1390,305366.968682954
1391,462480.612091139
1392,249765.239375702
1393,103171.037569427
1394,369395.237762554
1395,206357.794276973
1396,173185.466557266
1397,32521.9925100899
1398,382463.380551157
1399,164408.597405729
1400,222906.111576547
1401,180355.989159499
1402,119717.412456867
1403,253966.58682461
1404,175814.210370998
1405,85352.4980533872
1406,262555.160689664
1407,495797.086979023
1408,377174.411727133
1409,72462.1179260503
1410,163191.593659955
1411,96958.6113603448
1412,241698.430338872
1413,382642.747303955
1414,164897.149641372
1415,283066.611828909
1416,-4102.8026415092
1417,147151.68670242
1418,170969.191107343
1419,321885.241098906
1420,340628.501319417
1421,84829.3758262071
1422,432506.783761362
1423,494723.228519548
1424,445612.490805384
1425,515955.189118297
1426,261738.80135525
1427,172109.294903211
1428,71391.9980331033
1429,130399.285251482
1430,362181.701004514
1431,150223.204417468
1432,505432.139975777
1433,86721.5522610284
1434,274612.496559436
1435,331554.339841239
1436,232367.777794188
1437,318024.483683812
1438,323086.694114984
1439,266630.412657372
1440,463620.624523481
1441,203911.50318246
1442,137960.510807229
1443,20213.3838608609
1444,519285.906522761
1445,132096.825139888
1446,315690.137139341
1447,811117.189068464
1448,485016.103984529
1449,131905.92344641
1450,440692.980030897
1451,297850.222679744
1452,135593.859359192
1453,329537.477275979
1454,231567.023120403
1455,561942.851189075
1456,368837.671968654
1457,313822.291060507
1458,282514.984459806
1459,404417.688585165
1460,71670.2445781309
1461,221004.298278738
1462,152908.213527045
1463,139452.618355888
1464,11592.0234774686
1465,201623.05301321
1466,435880.941080204
1467,346026.174140106
1468,344502.575756326
1469,172593.142154969
1470,179500.149331701
1471,188869.289317059
1472,188622.770612641
1473,378589.071699748
1474,245993.176194427
1475,525975.38361767
1476,237311.38686235
1477,353471.540251678
1478,193568.632708446
1479,185071.376744255
1480,220493.334400234
1481,683779.106640178
1482,468310.109901957
1483,144349.917129534
1484,290628.356241146
1485,192619.586761158
